"","p.value","HR","Low 95%CI","High 95%CI"
"P2RX7",0.576528275371288,1.05437614283571,0.875570346510917,1.26969700951063
"P2RY10",0.149944681546409,0.869894393929678,0.719547785760039,1.05165531958518
"P2RY13",0.425794112148319,1.05447788257983,0.925427149940837,1.20152472825239
"PAPSS2",0.29152043449788,1.07773519586028,0.937777277708306,1.23858103625037
"PARM1",0.71276849258284,0.973179003940051,0.842037315862302,1.12474513405606
"PDCD1",0.425364046214331,0.939558003299803,0.806028580170663,1.09520836268337
"PDCD1LG2",0.245906674581158,0.918923107233194,0.796624110096492,1.05999764042395
"PDE4B",0.203821887853832,1.10811084951274,0.945842552741974,1.29821781780506
"PECAM1",0.76017889113941,1.02364515085395,0.881009476781333,1.18937357937964
"PIEZO1",0.00381057037181867,1.1824633520957,1.05555892909376,1.32462484140968
"PIK3CD",0.0353169711563927,1.1707729712069,1.01090161354403,1.35592755194363
"PIK3CG",0.0476491491128358,1.21200524842882,1.00199419850961,1.46603316107416
"PIK3R5",0.117160037472524,1.14875032011823,0.965800898375595,1.366355426042
"PILRA",0.405139160338902,1.06738504829381,0.915466890912838,1.24451343093921
"PIP4K2A",0.966262375888186,1.00419909540175,0.826973128636873,1.21940579238396
"PLA2G2D",0.0038051941978454,0.815170452734194,0.709804517766028,0.936177285969191
"PLA2G4C",0.717084932476228,1.04283645094603,0.831162884538172,1.30841725930288
"PLAUR",0.0653972588811577,1.13491057055871,0.991966709532864,1.29845285208458
"PLCB2",0.488684039219066,1.05071635512465,0.913413025644704,1.2086589833194
"PLCL2",0.455499846568616,1.06445105334972,0.903410042382726,1.25419908106059
"PLEK",0.840457838490046,1.01079167661383,0.910489746451277,1.12214312955635
"PLEKHO2",0.0127753679704558,1.25221667183345,1.04903920363584,1.49474546593015
"PLIN3",0.316594724887242,1.10808223705395,0.906445312222928,1.35457288764985
"PLXNC1",0.396288175221188,1.07783401523906,0.906440452256173,1.28163539205996
"PLXND1",0.0782247607884576,1.12502697545889,0.986783860340467,1.2826372079834
"PRDM1",0.671371095393934,0.96785075279294,0.832239200561643,1.12555990999907
"PRF1",0.323790770694409,0.937710309804265,0.825251452918818,1.06549418604866
"PRKCH",0.687274127326668,0.963027102674851,0.801637299960031,1.15690874231097
"PSAP",0.360988124659806,1.08879849620991,0.907137689644714,1.30683817779996
"PSTPIP1",0.712327719485505,1.03517688312978,0.861401928728653,1.24400833528182
"PTAFR",0.315436255073663,1.06453238592013,0.942180719876661,1.20277264941396
"PTGER4",0.789608543204614,1.02092971218463,0.876829903222032,1.1887111438505
"PTPN22",0.82584385043299,1.02071430293135,0.850334826414658,1.22523229185085
"PTPN7",0.603666652081287,0.958507295926425,0.816789232360072,1.12481433391273
"PTPRC",0.988700875485048,0.999143902553724,0.887462405904471,1.12487980490043
"PTPRE",0.162683718751588,1.16048499464822,0.941658001343105,1.4301640520049
"PTPRO",0.101240891335537,1.17777041835116,0.968450384483383,1.43233270446069
"PYHIN1",0.0605745836806373,0.793101519174132,0.622565120046054,1.01035216953655
"RAB8B",0.420174558387703,1.10202070788856,0.870184372854627,1.39562336270327
"RAC2",0.631514510388371,1.02739206343648,0.919970499268552,1.14735684769402
"RASA3",0.253858261859206,1.07714365944968,0.948061796209678,1.2238004608257
"RASGRP3",0.740663342996524,0.954260815949582,0.723202494693021,1.25914071306307
