"","TRP","WGCNA","Corr","P.value"
"19823","TRPM2","SIGLEC7",0.554301515553836,0
"19848","TRPV2","SIGLEC8",0.540921174771042,0
"19867","PKD2L1","SIGLEC8",0.520815814207766,0
"19879","TRPV2","SIGLEC9",0.833468230964228,0
"19885","TRPM2","SIGLEC9",0.602294010958013,0
"19941","TRPV2","SIRPA",0.62592869777887,0
"20003","TRPV2","SIRPG",0.594506405712105,0
"20034","TRPV2","SIT1",0.660058904869752,0
"20096","TRPV2","SLA",0.803664608319203,0
"20102","TRPM2","SLA",0.556750020228118,0
"20127","TRPV2","SLAMF1",0.662558882530437,0
"20158","TRPV2","SLAMF7",0.678479001448777,0
"20189","TRPV2","SLAMF8",0.795742523738433,0
"20220","TRPV2","SLC11A1",0.570232864924503,0
"20226","TRPM2","SLC11A1",0.501948165427781,0
"20282","TRPV2","SLC2A5",0.663666575233085,0
"20344","TRPV2","SLC31A2",0.70881294682245,0
"20350","TRPM2","SLC31A2",0.520221925312484,0
"20393","PKD2","SLC35D1",0.500941663486646,0
"20468","TRPV2","SLC7A7",0.713170059525446,0
"20561","TRPV2","SLCO2B1",0.856176819414901,0
"20567","TRPM2","SLCO2B1",0.608106112256661,0
"20592","TRPV2","SMPDL3A",0.666031050925124,0
"20654","TRPV2","SNX10",0.536989881843747,0
"20685","TRPV2","SOAT1",0.514581935395342,0
"20747","TRPV2","SPI1",0.750749974689645,0
"20753","TRPM2","SPI1",0.520606150762068,0
"20778","TRPV2","SPN",0.719986802206135,0
"20809","TRPV2","SPP1",0.618134207123324,0
"20902","TRPV2","SRGN",0.751358680600337,0
"20933","TRPV2","ST8SIA4",0.534348399677856,0
"20964","TRPV2","STAB1",0.773527020460908,0
"20970","TRPM2","STAB1",0.626081353024334,0
"21057","TRPV2","STARD8",0.806161669947345,0
"21074","PKD1","STARD8",0.501784211880925,0
"21075","PKD2","STARD8",0.606896121903967,0
"21088","TRPV2","STAT4",0.597112366112357,0
"21119","TRPV2","STAT5A",0.522206887364765,0
"21150","TRPV2","STK10",0.780974621260481,0
"21156","TRPM2","STK10",0.629887390017851,0
"21212","TRPV2","STOM",0.57465345590711,0
"21243","TRPV2","STX11",0.798565645847343,0
"21274","TRPV2","STX12",0.533119452272447,0
"21429","TRPV2","TAP1",0.53905195005518,0
"21491","TRPV2","TBX21",0.700862397605465,0
"21522","TRPV2","TBXAS1",0.781152790398416,0
"21528","TRPM2","TBXAS1",0.579002266835445,0
"21559","TRPM2","TCIRG1",0.563281861939948,0
"21584","TRPV2","TCN2",0.505414668205606,0
"21615","TRPV2","TCP11L1",0.558991103868691,0
"21633","PKD2","TCP11L1",0.553164166296451,0
"21646","TRPV2","TESPA1",0.697896027982937,0
"21677","TRPV2","TFEB",0.504929918787053,0
"21708","TRPV2","TFEC",0.777934157637435,0
"21714","TRPM2","TFEC",0.538207173207012,0
"21739","TRPV2","TGFB1",0.760512494049995,0
"21770","TRPV2","TGFBI",0.7463373855375,0
"21801","TRPV2","TGFBR2",0.591838163527874,0
"21819","PKD2","TGFBR2",0.545925476867795,0
"21832","TRPV2","THBD",0.639409299516774,0
"21850","PKD2","THBD",0.568431583358151,0
"21925","TRPV2","TLR1",0.746740847584374,0
"21931","TRPM2","TLR1",0.512053384282021,0
"21956","TRPV2","TLR2",0.799750672846094,0
"21962","TRPM2","TLR2",0.582951921940054,0
"21987","TRPV2","TLR4",0.850239475014592,0
"21993","TRPM2","TLR4",0.517721562870176,0
"22049","TRPV2","TLR6",0.65986419538055,0
"22055","TRPM2","TLR6",0.538556763905196,0
"22080","TRPV2","TLR7",0.748502106016029,0
"22086","TRPM2","TLR7",0.578062290836976,0
"22111","TRPV2","TLR8",0.820585830307584,0
"22142","TRPV2","TM6SF1",0.770863436463281,0
"22148","TRPM2","TM6SF1",0.527053721827239,0
"22204","TRPV2","TMEM140",0.640483754844802,0
"22210","TRPM2","TMEM140",0.522499633604959,0
"22235","TRPV2","TMEM156",0.584581262771128,0
"22297","TRPV2","TMEM176B",0.548806589874311,0
"22328","TRPV2","TMEM51",0.53832374828103,0
"22334","TRPM2","TMEM51",0.506169689877403,0
"22452","TRPV2","TNFAIP3",0.561014652062275,0
"22514","TRPV2","TNFRSF11A",0.702236907140687,0
"22520","TRPM2","TNFRSF11A",0.516068345468511,0
"22551","TRPM2","TNFRSF14",0.527533229669144,0
"22607","TRPV2","TNFRSF1B",0.758457704005237,0
"22613","TRPM2","TNFRSF1B",0.566890195988248,0
"22669","TRPV2","TNFRSF4",0.572243091666211,0
"22731","TRPV2","TNFRSF9",0.653583025089625,0
"22793","TRPV2","TNFSF8",0.595671642728211,0
"22855","TRPV2","TPP1",0.614113498431639,0
"22873","PKD2","TPP1",0.541765370820596,0
"22886","TRPV2","TPST2",0.545206742062744,0
"22948","TRPV2","TRAF1",0.597815357790015,0
"22965","PKD1","TRAF1",0.5294567450186,0
"22979","TRPV2","TRAF3IP3",0.759990735686356,0
"22985","TRPM2","TRAF3IP3",0.547933909659581,0
"23010","TRPV2","TRAT1",0.581481975639196,0
"23041","TRPV2","TREM1",0.569006616889728,0
"23072","TRPV2","TREM2",0.565665316263323,0
"23103","TRPV2","TRPM2",0.564293691803779,0
"NA",NA,NA,NA,NA
"NA.1",NA,NA,NA,NA
"23171","TRPM2","TRPV2",0.564293691803779,0
"23196","TRPV2","TYMP",0.678417094414643,0
"23202","TRPM2","TYMP",0.570579349950844,0
"23227","TRPV2","TYROBP",0.604780342730577,0
"23258","TRPV2","UBASH3A",0.617665306636015,0
"23320","TRPV2","VAMP5",0.553185558306164,0
"23351","TRPV2","VASH1",0.614740025335073,0
"23368","PKD1","VASH1",0.597630174538258,0
"23369","PKD2","VASH1",0.608323049828547,0
"23382","TRPV2","VAV1",0.580571164206102,0
"23388","TRPM2","VAV1",0.665078672309508,0
"23444","TRPV2","VENTX",0.638814603930946,0
"23506","TRPV2","VNN2",0.571991691765172,0
"23537","TRPV2","VSIG4",0.779039048987627,0
"23543","TRPM2","VSIG4",0.525693655592553,0
"23568","TRPV2","WAS",0.773543647886019,0
"23574","TRPM2","WAS",0.576842922437022,0
"23599","TRPV2","WIPF1",0.795904740242713,0
"23617","PKD2","WIPF1",0.609551994257341,0
"23630","TRPV2","YWHAH",0.529863348205333,0
"23661","TRPV2","ZAP70",0.663577780465216,0
"23692","TRPV2","ZEB2",0.801380104340747,0
"23710","PKD2","ZEB2",0.656332724652447,0
